legajo;estado_civil;carrera;carrera_grado;sede;anio_ingreso;horas_trabajadas;masculino;femenino;edad_ingreso;colegio_publico;argentino;activo_primer_anio;activo_segundo_anio;estado;promedio_1er_anio;anios_en_unlu;aprobadas_1er_anio;anios_cursados;c_promociones_1er_anio;c_libres_1er_anio;c_regulares_1er_anio;c_ausentes_1er_anio;c_noausentes_1er_anio;cursadas_ap_1er_anio;cursadas_1er_anio;cambio_universidad;cambio_carrera;progresar_2016;fracaso_academico;activo_2017
14734;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;20;0;1;39;1;1;1;0;REGULAR;8;1;1;1;1;1;0;2;3;1;5;0;1;0;0;0
14735;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;45;1;0;20;0;1;1;1;REGULAR;7,33;2;3;2;2;0;1;1;3;3;4;0;0;0;0;1
14736;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;30;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14737;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;48;0;1;29;0;1;1;0;REGULAR;2;1;0;1;0;1;1;2;2;1;4;0;0;0;0;0
14738;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;50;1;0;21;1;1;1;1;REGULAR;6;2;4;2;2;2;2;2;6;4;8;0;0;1;0;1
14739;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;24;0;1;23;0;1;1;0;REGULAR;2;1;0;1;0;2;2;2;4;2;6;0;0;0;0;0
14740;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;17;1;1;1;1;REGULAR;5,67;2;2;2;1;3;2;2;6;3;8;0;1;1;0;1
14741;UNIDO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;39;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;1;0;5;0;0;0;0;0
14742;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;40;1;0;27;1;1;1;1;INHABILITADO;7,00;2;1;2;1;0;1;1;2;2;3;0;0;0;0;1
14743;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;21;0;1;1;1;REGULAR;7,5;2;2;2;2;2;0;1;4;2;5;0;0;1;0;1
14744;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;8;0;1;27;1;1;1;0;LIBRE;-;1;0;1;0;0;0;6;1;0;7;0;0;0;0;0
14745;UNIDO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2016;22;0;1;33;0;1;1;0;REGULAR;-;1;0;1;0;2;1;0;3;1;3;0;0;0;1;0
14746;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;40;0;1;27;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;1;1;0;2;0;0;0;0;0
14747;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;22;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
14748;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;5;0;1;17;1;1;1;0;INHABILITADO;-;1;0;1;0;3;0;0;3;0;3;0;0;0;1;0
14749;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;25;0;1;23;0;1;1;0;REGULAR;-;1;0;1;0;1;0;3;2;0;5;0;0;0;0;0
14750;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14751;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;18;1;1;1;1;REGULAR;5,2;2;4;2;2;2;3;0;7;5;7;0;0;1;0;1
14752;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;45;1;0;29;0;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14753;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;8;0;1;34;1;1;1;0;LIBRE;-;1;0;1;0;0;0;4;1;0;5;0;0;0;0;0
14754;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;17;0;1;1;1;REGULAR;6;2;2;2;1;4;1;2;6;2;8;0;0;0;0;1
14755;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14756;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;44;1;0;23;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14757;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;C.R. SAN MIGUEL;2016;8;0;1;29;0;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14758;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;1;0;37;1;1;1;1;REGULAR;7;2;3;2;2;1;1;1;5;3;6;0;0;0;0;1
14759;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;40;0;1;19;1;1;1;1;REGULAR;1;2;0;2;0;3;2;2;5;2;7;0;0;1;0;1
14760;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;24;0;1;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14761;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;20;0;1;1;0;INHABILITADO;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
14762;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;42;0;1;19;0;1;1;1;REGULAR;9;2;2;2;2;1;3;1;7;5;8;0;0;1;0;1
14763;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;17;0;1;1;1;REGULAR;4,33;2;2;2;1;2;3;5;7;4;12;0;0;1;0;1
14764;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;35;0;1;28;0;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
14765;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;20;0;1;1;1;REGULAR;7,71;2;7;2;6;0;2;1;9;8;10;0;0;0;0;1
14766;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;17;0;1;1;1;REGULAR;6,29;2;6;2;5;2;2;0;9;7;9;0;0;0;0;1
14767;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;6;0;1;23;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14768;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;1;0;0;0
14769;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;C.R. SAN MIGUEL;2016;40;1;0;29;1;1;1;0;REGULAR;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14770;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;19;0;1;1;1;REGULAR;7;2;1;2;1;6;0;1;7;1;8;0;0;0;1;1
14771;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;48;1;0;26;0;1;1;1;REGULAR;-;2;0;2;0;4;0;2;4;0;6;0;0;0;1;1
14772;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2016;30;0;1;29;1;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
14773;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0
14774;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;8;0;1;25;1;1;1;0;INHABILITADO;-;1;0;1;0;0;3;2;3;3;5;0;0;0;0;0
14775;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;19;0;1;1;1;REGULAR;9;2;4;2;3;0;3;1;7;6;8;0;0;0;0;1
14776;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;20;1;1;1;1;REGULAR;7;2;1;2;1;4;1;1;7;2;8;0;0;0;0;1
14777;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;30;1;0;21;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14778;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;23;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;1;0;3;0;0;0;0;0
14779;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;22;0;1;1;1;REGULAR;6,5;2;4;2;3;1;2;0;7;5;7;0;0;0;0;1
14780;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;8;1;0;22;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14781;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;20;0;1;26;1;0;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;1;0;4;0;0;0;0;0
14782;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;48;0;1;19;0;1;1;0;REGULAR;-;1;0;1;0;1;0;1;1;0;2;0;0;0;0;0
14783;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;21;1;1;1;0;REGULAR;-;1;0;1;0;1;0;3;2;0;5;0;0;1;0;0
14784;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14785;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;18;0;1;1;0;INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14786;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;27;1;0;1;1;REGULAR;-;2;0;2;0;1;0;3;1;0;4;0;0;0;0;1
14787;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;22;0;1;1;0;REGULAR;-;1;0;1;0;2;0;1;3;0;4;0;0;0;0;0
14788;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;24;1;1;1;1;REGULAR;3;2;1;2;0;2;1;7;4;1;11;0;1;0;0;1
14789;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;40;1;0;24;1;1;1;1;LIBRE;-;2;0;2;0;0;0;3;0;0;3;0;0;0;0;1
14790;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;25;0;1;34;0;1;1;0;LIBRE;-;1;0;1;0;0;0;3;1;0;4;0;0;0;0;0
14791;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;1;0;19;0;1;1;1;REGULAR;-;2;0;2;0;0;1;3;1;1;4;0;0;0;0;1
14792;DIVORCIADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;4;0;1;50;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;1;0;5;0;0;0;0;0
14793;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;6;0;1;40;1;1;1;0;REGULAR;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
14794;SEPARADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;27;1;1;1;0;INHABILITADO;7,00;1;1;1;1;3;1;3;6;2;9;0;0;0;0;0
14795;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;20;1;1;1;0;INHABILITADO;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
14796;SOLTERO/A;LICENCIATURA EN CS. DE LA EDUCACION;1;C.R. SAN MIGUEL;2016;36;1;0;20;0;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14797;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;18;1;1;1;0;INHABILITADO;-;1;0;1;0;2;1;2;4;1;6;0;0;1;0;0
14798;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;17;1;1;1;1;REGULAR;9;2;3;2;3;1;0;2;4;3;6;0;0;1;0;1
14799;SOLTERO/A;PROFESORADO EN CIENCIAS DE LA EDUCACION;1;C.R. SAN MIGUEL;2016;25;0;1;25;0;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
14800;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;35;0;1;38;1;1;1;1;REGULAR;7,5;2;2;2;2;0;1;2;4;3;6;0;0;0;0;1
14801;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;0;0;1;18;1;1;1;0;REGULAR;-;1;0;1;0;2;0;2;3;0;5;0;0;0;0;0
14802;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;45;0;1;26;0;1;1;0;INHABILITADO;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
14803;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2016;48;1;0;24;0;1;1;1;REGULAR;-;2;0;2;0;2;2;3;4;2;7;0;0;0;0;1
14804;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. SAN MIGUEL;2016;8;0;1;53;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
14805;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;0;0;1;20;1;1;1;0;REGULAR;-;1;0;1;0;3;0;0;3;0;3;0;0;1;1;0
14806;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;20;0;1;25;0;1;1;1;REGULAR;4,17;2;4;2;1;2;5;0;8;6;8;0;0;0;0;1
14807;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;C.R. SAN MIGUEL;2016;72;0;1;24;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14808;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;C.R. CAMPANA;2016;30;0;1;23;0;1;1;1;REGULAR;5,8;2;4;2;3;0;1;0;4;4;4;0;0;0;0;1
14809;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;9;1;0;31;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14810;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2016;48;0;1;25;1;1;1;1;REGULAR;6,25;2;6;2;4;1;3;0;8;7;8;0;0;0;0;1
14811;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;0;1;0;21;1;1;1;0;INHABILITADO;-;1;0;1;0;2;0;3;2;0;5;0;0;0;0;0
14812;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2016;45;1;0;22;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;1;1;0;2;0;0;0;0;0
14813;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;0;1;0;18;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14814;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;40;0;1;28;1;1;1;1;REGULAR;8;2;2;2;2;1;2;0;6;4;6;0;0;0;0;1
14815;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;48;1;0;22;1;1;1;0;REGULAR;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14816;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;16;0;1;34;0;1;1;0;LIBRE;-;1;0;1;0;0;0;5;0;0;5;0;0;0;0;0
14817;CASADO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;44;0;1;35;1;0;1;0;REGULAR;7;1;1;1;1;2;0;4;3;1;7;0;0;0;0;0
14818;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;45;1;0;23;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14819;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;0;0;1;18;1;1;1;1;REGULAR;3,67;2;1;2;1;1;4;2;7;5;9;0;0;1;0;1
14820;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;0;0;1;17;0;1;1;1;REGULAR;7,38;2;8;2;8;0;0;0;9;8;9;0;0;0;0;1
14821;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;0;0;1;37;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;1;0;5;0;0;0;0;0
14822;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;4;0;1;21;1;1;1;0;REGULAR;-;1;0;1;0;2;0;2;2;0;4;0;0;1;0;0
14823;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;0;0;1;20;1;1;1;1;REGULAR;3,11;2;4;2;1;3;4;1;8;5;9;0;0;1;0;1
14824;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;8;0;1;20;0;1;1;0;REGULAR;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14825;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;44;0;1;26;0;1;1;0;REGULAR;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
14826;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;25;0;1;19;0;1;1;0;INHABILITADO;5,00;1;1;1;0;2;2;2;5;2;7;0;0;0;0;0
14827;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;0;0;1;18;1;1;1;0;INHABILITADO;8,00;1;1;1;1;1;0;2;3;1;5;0;0;1;0;0
14828;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;0;1;0;19;1;1;1;0;INHABILITADO;-;1;0;1;0;3;0;2;3;0;5;0;0;0;1;0
14829;CASADO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2016;0;0;1;42;0;1;1;0;REGULAR;-;1;0;1;0;1;1;0;2;1;2;0;0;0;0;0
14830;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2016;48;0;1;19;1;1;1;0;INHABILITADO;7,33;1;3;1;3;3;2;1;8;5;9;0;0;0;0;0
14831;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;0;1;0;19;1;1;1;1;REGULAR;2;2;0;2;0;5;2;0;7;2;7;0;0;0;1;1
14832;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;32;0;1;27;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14833;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;0;0;1;19;1;1;1;0;REGULAR;6,4;1;5;1;3;2;3;0;8;6;8;1;0;1;0;0
14834;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;0;0;1;20;1;1;1;0;INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;1;1;0
14835;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2016;0;1;0;18;1;1;1;0;INHABILITADO;-;1;0;1;0;4;0;0;4;0;4;0;0;0;1;0
14836;SOLTERO/A;LIC.EN SISTEMAS DE INFORMACION;1;SEDE LUJAN;2016;0;1;0;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14837;SOLTERO/A;LICENCIATURA EN ENFERMERIA;1;SEDE LUJAN;2016;0;0;1;19;1;1;1;0;REGULAR;-;1;0;1;0;3;0;1;3;0;4;0;0;1;1;0
14838;SOLTERO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2016;0;1;0;18;0;1;1;1;REGULAR;-;2;0;2;0;2;1;1;3;1;4;0;1;0;0;1
14839;CASADO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2016;35;0;1;37;1;1;1;0;REGULAR;8;1;1;1;1;0;0;1;1;1;2;0;0;0;0;0
14840;SOLTERO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2016;45;0;1;35;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14841;SOLTERO/A;LIC. EN EDUCACION FISICA (CICLO DE LICENCIATURA);1;D.A. S.FERNANDO;2016;40;0;1;26;0;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
14842;SOLTERO/A;CONTADOR PUBLICO;1;C.R. SAN MIGUEL;2016;16;0;1;18;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14843;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;SEDE LUJAN;2016;5;0;1;21;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;3;2;0;5;0;0;0;0;0
14844;SOLTERO/A;PROFESORADO EN EDUCACION FISICA;1;D.A. S.FERNANDO;2016;0;0;1;18;1;1;1;1;REGULAR;5,6;2;9;2;1;2;11;2;14;12;16;0;0;1;0;1
14845;SOLTERO/A;PROFESORADO EN EDUCACION FISICA;1;D.A. S.FERNANDO;2016;0;1;0;18;1;1;1;0;INHABILITADO;-;1;0;1;0;2;1;1;3;1;4;0;0;0;0;0
14846;SOLTERO/A;PROFESORADO EN EDUCACION FISICA;1;D.A. S.FERNANDO;2016;0;0;1;19;1;1;1;1;REGULAR;7;2;4;2;2;5;5;2;12;7;14;0;0;0;0;1
14847;UNIDO/A;LICENCIATURA EN ADMINISTRACION;1;SEDE LUJAN;2016;20;0;1;20;1;1;1;1;REGULAR;-;2;0;2;0;0;0;3;0;0;3;0;0;1;0;1
14848;SOLTERO/A;PROFESORADO EN HISTORIA;1;SEDE LUJAN;2016;4;0;1;20;0;1;1;0;REGULAR;-;1;0;1;0;0;1;6;1;1;7;0;0;0;0;0
14849;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2016;9;0;1;19;1;1;1;0;INHABILITADO;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
14850;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;24;0;1;23;0;1;1;0;INHABILITADO;7,00;1;2;1;2;0;2;3;5;4;8;0;0;0;0;0
14851;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;49;0;1;26;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14852;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;9;1;0;29;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14853;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;40;1;0;22;0;1;1;0;LIBRE;-;1;0;1;0;0;0;2;0;0;2;0;0;0;0;0
14854;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;0;0;1;20;1;1;1;0;INHABILITADO;-;1;0;1;0;1;1;2;2;1;4;0;0;0;0;0
14855;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;0;0;1;17;1;1;1;0;INHABILITADO;-;1;0;1;0;3;1;4;4;1;8;0;0;1;0;0
14856;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;8;1;0;26;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;2;1;0;3;0;0;0;0;0
14857;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2016;0;0;1;18;1;1;1;0;INHABILITADO;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
14858;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;45;1;0;26;0;1;1;1;REGULAR;7;2;4;2;3;1;3;3;7;6;10;0;0;0;0;1
14859;UNIDO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;48;1;0;29;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14860;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;0;0;1;21;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
14861;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2016;9;1;0;28;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
14862;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2016;48;1;0;31;1;1;1;1;REGULAR;8,2;2;5;2;5;0;0;2;6;5;8;0;0;0;0;1
