,legajo,estado_civil,carrera,carrera_grado,sede,anio_ingreso,horas_trabajadas,masculino,femenino,edad_ingreso,colegio_publico,argentino,activo_primer_anio,activo_segundo_anio,estado,promedio_1er_anio,anios_en_unlu,aprobadas_1er_anio,anios_cursados,c_promociones_1er_anio,c_libres_1er_anio,c_regulares_1er_anio,c_ausentes_1er_anio,c_noausentes_1er_anio,cursadas_ap_1er_anio,cursadas_1er_anio,cambio_universidad,cambio_carrera,progresar_2016,fracaso_academico,activo_2017
11242,11242,CASADO/A,INGENIERIA INDUSTRIAL,1,SEDE LUJAN,2016,48,1,0,35,1,1,1,0,LIBRE,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
11243,11243,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,20,0,1,18,1,1,1,0,INHABILITADO,5,1,1,1,1,1,1,1,5,2,6,0,1,0,0,0
11244,11244,SOLTERO/A,INGENIERIA AGRONOMICA,1,SEDE LUJAN,2016,0,0,1,18,1,1,1,1,REGULAR,4.67,2,2,2,1,3,2,1,7,3,8,0,0,0,0,1
11245,11245,SOLTERO/A,LIC. EN CIENCIAS BIOLOGICAS,1,SEDE LUJAN,2016,0,0,1,21,0,1,1,1,REGULAR,-,2,0,2,0,4,1,5,5,1,10,0,1,0,0,1
11246,11246,SOLTERO/A,LIC. EN INFORMACION AMBIENTAL,1,SEDE LUJAN,2016,0,0,1,19,1,1,1,0,REGULAR,7,1,1,1,1,2,0,1,3,1,4,0,0,0,0,0
11247,11247,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,9,0,1,17,1,1,1,1,REGULAR,5.5,2,3,2,2,3,2,0,7,4,7,0,0,1,0,1
11248,11248,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,30,0,1,20,0,1,1,1,REGULAR,5,2,5,2,3,2,2,0,7,5,7,0,1,0,0,1
11249,11249,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,1,0,19,0,1,1,1,REGULAR,5,2,3,2,1,3,4,0,8,5,8,0,0,0,0,1
11250,11250,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,18,0,1,1,1,REGULAR,7.43,2,7,2,5,1,2,1,8,7,9,0,0,1,0,1
11251,11251,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,4,0,1,23,1,0,1,1,REGULAR,3.17,2,2,2,1,3,3,0,7,4,7,0,0,0,0,1
11252,11252,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,17,1,1,1,1,REGULAR,4.2,2,3,2,1,1,5,0,7,6,7,0,0,1,0,1
11253,11253,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,18,1,1,1,1,REGULAR,5.5,2,6,2,5,1,1,0,7,6,7,0,0,1,0,1
11254,11254,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,24,1,0,22,1,1,1,0,INHABILITADO,7,1,1,1,1,2,0,3,3,1,6,0,0,0,0,0
11255,11255,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,18,1,1,1,1,REGULAR,8,2,8,2,6,0,2,0,8,8,8,0,0,0,0,1
11256,11256,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,18,0,1,1,1,REGULAR,8.13,2,8,2,8,0,0,0,8,8,8,0,0,0,0,1
11257,11257,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,20,1,0,19,0,1,1,1,REGULAR,7.63,2,8,2,7,0,1,0,8,8,8,0,0,1,0,1
11258,11258,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,0,1,0,18,1,1,1,0,INHABILITADO,7,1,1,1,1,1,2,0,4,3,4,0,0,1,0,0
11259,11259,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,45,1,0,24,1,1,1,0,REGULAR,7.33,1,6,1,6,0,0,1,6,6,7,0,0,0,0,0
11260,11260,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,21,0,1,1,1,REGULAR,7.17,2,6,2,5,0,2,2,7,7,9,0,0,0,0,1
11261,11261,SOLTERO/A,TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS,1,SEDE LUJAN,2016,16,1,0,19,1,1,1,1,REGULAR,-,2,0,2,0,1,0,3,1,0,4,0,1,0,0,1
11262,11262,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,0,0,1,18,1,1,1,0,INHABILITADO,-,1,0,1,0,1,0,3,1,0,4,0,0,1,0,0
11263,11263,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,0,1,0,19,0,1,1,0,REGULAR,-,1,0,1,0,1,0,3,1,0,4,0,0,0,0,0
11264,11264,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,0,0,1,17,1,1,1,1,REGULAR,4.67,2,3,2,0,1,3,3,4,3,7,0,0,1,0,1
11265,11265,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,1,0,18,0,1,1,1,REGULAR,8,2,7,2,6,1,1,0,8,7,8,0,0,0,0,1
11266,11266,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,50,0,1,24,1,1,1,1,REGULAR,6.14,2,5,2,4,1,3,0,8,7,8,0,0,0,0,1
11267,11267,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,18,0,1,1,1,REGULAR,7.75,2,4,2,2,2,2,3,6,4,9,0,0,1,0,1
11268,11268,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,10,1,0,18,0,1,1,1,REGULAR,5.57,2,5,2,3,2,3,0,8,6,8,0,0,1,0,1
11269,11269,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,0,0,1,21,1,1,1,1,REGULAR,8.4,2,5,2,5,0,0,0,5,5,5,0,1,0,0,1
11270,11270,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,0,0,1,17,0,1,1,1,REGULAR,5,2,1,2,1,4,3,1,8,4,9,0,0,0,0,1
11271,11271,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,19,1,1,1,1,REGULAR,6.8,2,5,2,2,2,3,0,7,5,7,0,0,0,0,1
11272,11272,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,35,1,0,26,0,1,1,0,REGULAR,7,1,1,1,1,1,0,2,2,1,4,0,0,0,0,0
11273,11273,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,40,1,0,30,0,1,1,0,REGULAR,8,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
11274,11274,CASADO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,40,0,1,52,0,1,1,1,REGULAR,8.6,2,5,2,5,0,0,4,5,5,9,0,0,0,0,1
11275,11275,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,6,0,1,20,1,1,1,0,INHABILITADO,-,1,0,1,0,1,0,3,1,0,4,0,0,0,0,0
11276,11276,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,40,1,0,35,1,1,1,0,REGULAR,9,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
11277,11277,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2016,0,0,1,19,0,1,1,1,REGULAR,8.67,2,3,2,3,3,1,3,7,4,10,0,0,0,0,1
11278,11278,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2016,28,0,1,25,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
11279,11279,CASADO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2016,0,0,1,29,0,1,1,1,REGULAR,3.11,2,3,2,1,2,5,0,8,6,8,0,0,0,0,1
11280,11280,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2016,0,0,1,32,0,1,1,0,REGULAR,5,1,4,1,2,1,3,2,6,5,8,0,0,0,0,0
11281,11281,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2016,0,0,1,18,1,1,1,0,INHABILITADO,-,1,0,1,0,1,1,4,2,1,6,0,0,0,0,0
11282,11282,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2016,0,1,0,18,0,1,1,1,REGULAR,4.71,2,4,2,4,1,2,1,7,6,8,0,0,0,0,1
11283,11283,CASADO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2016,45,1,0,30,1,1,1,0,REGULAR,-,1,0,1,0,1,0,3,1,0,4,0,0,0,0,0
11284,11284,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2016,0,1,0,20,0,1,1,0,REGULAR,7.33,1,3,1,2,3,2,1,7,4,8,0,1,1,0,0
11285,11285,UNIDO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2016,42,0,1,25,1,1,1,0,REGULAR,7,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
11286,11286,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2016,20,0,1,18,0,1,1,1,REGULAR,5.56,2,6,2,5,0,2,0,7,7,7,0,0,0,0,1
11287,11287,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2016,9,0,1,29,1,1,1,1,REGULAR,6.25,2,3,2,3,0,1,3,4,4,7,0,0,0,0,1
11288,11288,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,0,0,1,19,0,1,1,1,REGULAR,5,2,3,2,0,2,4,3,6,4,9,0,0,0,0,1
11289,11289,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,48,1,0,32,1,1,1,0,INHABILITADO,5,1,1,1,0,2,1,4,3,1,7,0,0,0,0,0
11290,11290,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,0,0,1,21,1,1,1,1,REGULAR,4,2,3,2,1,4,3,0,8,4,8,0,0,0,0,1
11291,11291,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,0,0,1,19,0,1,1,0,INHABILITADO,10,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
11292,11292,CASADO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,45,1,0,26,1,1,1,0,REGULAR,-,1,0,1,0,1,0,3,1,0,4,0,0,0,0,0
11293,11293,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,0,0,1,20,1,1,1,1,REGULAR,7.5,2,6,2,6,1,1,0,8,7,8,0,0,1,0,1
11294,11294,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,40,0,1,21,0,1,1,1,REGULAR,7.5,2,2,2,2,0,0,6,2,2,8,0,0,0,0,1
11295,11295,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,45,0,1,27,1,0,1,0,LIBRE,-,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0
11296,11296,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,11,0,1,21,1,1,1,1,REGULAR,5.14,2,5,2,3,3,1,0,7,4,7,0,0,0,0,1
11297,11297,CASADO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,8,1,0,26,0,1,1,1,REGULAR,7.25,2,4,2,4,2,0,2,6,4,8,0,0,0,0,1
11298,11298,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,25,0,1,34,0,1,1,0,REGULAR,-,1,0,1,0,0,1,3,1,1,4,0,0,0,0,0
11299,11299,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,0,1,0,22,1,1,1,1,REGULAR,2,2,0,2,0,5,3,2,8,3,10,0,0,0,0,1
11300,11300,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,0,0,1,29,0,1,1,0,LIBRE,-,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0
11301,11301,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,45,1,0,20,0,1,1,1,REGULAR,5.5,2,2,2,1,2,2,2,5,3,7,0,0,0,0,1
11302,11302,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,48,0,1,20,1,1,1,0,REGULAR,2,1,0,1,0,2,1,3,3,1,6,0,0,0,0,0
11303,11303,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,60,0,1,21,1,1,1,1,REGULAR,-,2,0,2,0,1,4,1,5,4,6,0,0,0,0,1
11304,11304,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,50,0,1,21,1,1,1,1,REGULAR,5.75,2,4,2,2,1,2,2,5,4,7,0,0,0,0,1
11305,11305,SOLTERO/A,LICENCIATURA EN CS. DE LA EDUCACION,1,C.R. SAN MIGUEL,2016,40,0,1,32,1,0,1,0,LIBRE,-,1,0,1,0,0,0,3,0,0,3,0,1,0,0,0
11306,11306,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,0,1,0,18,0,1,1,1,REGULAR,4.5,2,2,2,1,4,2,2,7,3,9,0,0,1,0,1
11307,11307,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,0,0,1,22,0,1,1,1,REGULAR,6.83,2,5,2,5,1,1,1,7,6,8,0,0,0,0,1
11308,11308,CASADO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,48,1,0,28,1,1,1,0,REGULAR,9,1,3,1,3,0,1,4,4,4,8,0,0,0,0,0
11309,11309,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,58,0,1,23,0,1,1,1,REGULAR,9,2,6,2,5,0,1,1,6,6,7,0,0,0,0,1
11310,11310,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,0,0,1,18,1,1,1,1,REGULAR,5.67,2,4,2,3,1,3,0,7,6,7,0,0,1,0,1
11311,11311,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,45,1,0,26,1,1,1,1,REGULAR,4.5,2,1,2,1,1,1,3,3,2,6,0,0,0,0,1
11312,11312,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,48,1,0,24,1,1,1,1,REGULAR,7.5,2,2,2,2,2,1,3,5,3,8,0,0,0,0,1
11313,11313,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,40,0,1,32,1,1,1,0,INHABILITADO,8.5,1,2,1,0,1,2,4,3,2,7,0,0,0,0,0
11314,11314,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2016,9,1,0,24,0,1,1,1,REGULAR,8.5,2,2,2,2,2,2,4,6,4,10,0,0,0,0,1
11315,11315,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,9,1,0,25,1,1,1,1,REGULAR,5.4,2,3,2,2,0,3,1,5,5,6,0,0,0,0,1
11316,11316,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CHIVILCOY,2016,48,0,1,24,0,1,1,1,REGULAR,7.14,2,7,2,6,0,1,0,7,7,7,0,0,0,0,1
11317,11317,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2016,31,0,1,20,0,1,1,1,REGULAR,3.75,2,4,2,2,4,2,0,8,4,8,0,0,0,0,1
11318,11318,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2016,10,0,1,18,0,1,1,1,REGULAR,7.9,2,10,2,7,0,2,2,9,9,11,0,0,0,0,1
11319,11319,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2016,0,1,0,19,1,1,1,1,REGULAR,6.14,2,5,2,3,1,3,2,7,6,9,0,0,1,0,1
11320,11320,CASADO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2016,0,0,1,28,1,1,1,0,INHABILITADO,-,1,0,1,0,2,0,3,2,0,5,0,0,0,0,0
11321,11321,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2016,0,0,1,20,1,1,1,0,REGULAR,-,1,0,1,0,4,0,1,4,0,5,0,0,1,1,0
11322,11322,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2016,0,1,0,19,0,1,1,0,INHABILITADO,7,1,1,1,1,3,0,1,4,1,5,0,0,0,1,0
11323,11323,DIVORCIADO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2016,30,0,1,28,1,1,1,1,REGULAR,3.33,2,3,2,0,6,2,1,8,2,9,0,0,0,1,1
11324,11324,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2016,20,0,1,21,0,1,1,1,REGULAR,7.5,2,6,2,5,1,1,2,7,6,9,0,0,0,0,1
11325,11325,SOLTERO/A,INGENIERIA EN ALIMENTOS,1,SEDE LUJAN,2016,20,0,1,20,0,1,1,1,REGULAR,3,2,2,2,0,3,3,0,6,3,6,0,1,0,0,1
11326,11326,SOLTERO/A,INGENIERIA EN ALIMENTOS,1,SEDE LUJAN,2016,48,1,0,27,1,1,1,1,REGULAR,5.6,2,4,2,2,2,3,1,7,5,8,0,1,0,0,1
11327,11327,SOLTERO/A,TEC. UN. EN INSP. DE ALIMENTOS,1,SEDE LUJAN,2016,20,0,1,20,0,1,1,1,REGULAR,5,2,1,2,0,2,2,2,5,2,7,0,0,1,0,1
11328,11328,SOLTERO/A,TEC. UN. EN INSP. DE ALIMENTOS,1,SEDE LUJAN,2016,30,0,1,26,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
11329,11329,SOLTERO/A,TEC. UN. EN INSP. DE ALIMENTOS,1,SEDE LUJAN,2016,40,0,1,24,1,1,1,0,REGULAR,-,1,0,1,0,1,0,5,1,0,6,0,0,0,0,0
11330,11330,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,0,1,0,19,1,1,1,0,INHABILITADO,-,1,0,1,0,4,0,1,4,0,5,0,1,0,1,0
11331,11331,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,0,0,1,19,1,1,1,1,REGULAR,4.25,2,7,2,2,5,8,0,15,10,15,1,0,0,0,1
11332,11332,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,0,0,1,18,1,1,1,1,REGULAR,2.22,2,1,2,1,8,0,2,9,1,11,0,0,0,1,1
11333,11333,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,20,0,1,23,1,0,1,1,REGULAR,8.45,2,11,2,11,2,3,0,16,14,16,0,0,0,0,1
11334,11334,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,0,0,1,26,1,1,1,1,REGULAR,6.33,2,10,2,6,5,3,2,14,9,16,0,0,0,0,1
11335,11335,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,0,1,0,20,1,1,1,1,REGULAR,6.6,2,4,2,4,3,1,5,8,5,13,0,0,1,0,1
11336,11336,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,30,0,1,26,0,1,1,1,REGULAR,7.17,2,6,2,5,3,5,2,13,10,15,0,0,0,0,1
11337,11337,CASADO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,0,0,1,37,1,1,1,0,REGULAR,7,1,1,1,1,0,0,7,1,1,8,0,0,0,0,0
11338,11338,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,40,0,1,35,1,1,1,1,REGULAR,6.8,2,5,2,4,4,5,1,13,9,14,0,0,0,0,1
11339,11339,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,0,1,0,20,1,1,1,0,REGULAR,7.71,1,7,1,7,4,2,1,13,9,14,0,0,0,0,0
11340,11340,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,0,0,1,24,1,1,1,1,REGULAR,4.75,2,3,2,1,6,7,3,14,8,17,0,0,0,0,1
11341,11341,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,9,1,0,26,0,1,1,1,REGULAR,7.5,2,8,2,8,1,6,1,15,14,16,0,0,0,0,1
11342,11342,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,56,0,1,20,0,1,1,1,REGULAR,5.33,2,2,2,1,2,5,6,8,6,14,0,0,1,0,1
11343,11343,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,8,0,1,24,1,1,1,0,INHABILITADO,8,1,1,1,1,0,0,10,1,1,11,0,0,0,0,0
11344,11344,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2016,40,1,0,27,1,1,1,0,LIBRE,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
11345,11345,SOLTERO/A,LICENCIATURA EN ENFERMERIA,1,SEDE LUJAN,2016,0,0,1,27,1,1,1,0,INHABILITADO,-,1,0,1,0,2,0,3,2,0,5,0,0,0,0,0
11346,11346,CASADO/A,LICENCIATURA EN ENFERMERIA,1,SEDE LUJAN,2016,10,0,1,30,1,1,1,0,INHABILITADO,-,1,0,1,0,2,0,3,2,0,5,0,0,0,0,0
11347,11347,SOLTERO/A,LICENCIATURA EN ENFERMERIA,1,SEDE LUJAN,2016,0,0,1,20,1,1,1,0,INHABILITADO,-,1,0,1,0,3,1,1,4,1,5,0,0,0,1,0
11348,11348,SOLTERO/A,LICENCIATURA EN ENFERMERIA,1,SEDE LUJAN,2016,30,0,1,35,1,1,1,1,REGULAR,6.75,2,8,2,4,2,5,0,11,9,11,0,0,0,0,1
11349,11349,SOLTERO/A,LICENCIATURA EN ENFERMERIA,1,SEDE LUJAN,2016,42,0,1,32,1,1,1,0,INHABILITADO,7,1,1,1,1,5,2,0,8,3,8,0,0,0,1,0
11350,11350,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,21,0,1,20,1,1,1,0,INHABILITADO,7,1,1,1,1,5,1,2,8,2,10,0,0,0,0,0
11351,11351,SOLTERO/A,PROFESORADO EN GEOGRAFIA,1,SEDE LUJAN,2016,0,0,1,21,0,1,1,0,LIBRE,-,1,0,1,0,0,0,7,0,0,7,0,0,0,0,0
11352,11352,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,8,1,0,21,0,1,1,1,REGULAR,9,2,4,2,4,0,0,6,5,4,11,0,0,0,0,1
11353,11353,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,0,0,1,19,0,1,1,1,REGULAR,6.17,2,5,2,2,1,5,1,9,7,10,0,0,0,0,1
11354,11354,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2016,40,0,1,21,1,1,1,1,REGULAR,7,2,1,2,1,1,1,7,4,2,11,0,0,0,0,1
11355,11355,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2016,0,0,1,19,0,1,1,1,REGULAR,5.8,2,4,2,3,2,4,2,10,7,12,0,0,0,0,1
11356,11356,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2016,45,0,1,38,0,1,1,1,REGULAR,9,2,1,2,0,0,1,5,2,1,7,0,0,0,0,1
11357,11357,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2016,0,0,1,24,1,1,1,1,REGULAR,8.25,2,4,2,4,0,3,2,8,7,10,0,0,0,0,1
11358,11358,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2016,8,0,1,26,0,1,1,1,REGULAR,6.5,2,5,2,3,0,3,3,7,6,10,0,0,0,0,1
11359,11359,SOLTERO/A,LICENCIATURA EN GEOGRAFIA (CICLO DE LICENCIATURA),1,SEDE LUJAN,2016,20,0,1,27,1,1,1,1,REGULAR,8.5,2,4,2,4,0,0,0,4,4,4,0,0,0,0,1
11360,11360,VIUDO/A,PROFESORADO EN HISTORIA,1,SEDE LUJAN,2016,0,0,1,57,1,1,1,1,REGULAR,5,2,2,2,1,1,4,3,6,5,9,0,0,0,0,1
11361,11361,SOLTERO/A,PROFESORADO EN HISTORIA,1,SEDE LUJAN,2016,0,0,1,18,0,1,1,0,INHABILITADO,4.5,1,1,1,1,2,1,4,4,2,8,0,0,0,0,0
11362,11362,SOLTERO/A,PROFESORADO EN HISTORIA,1,SEDE LUJAN,2016,10,0,1,18,0,1,1,1,REGULAR,6.6,2,5,2,4,1,1,2,6,5,8,0,0,1,0,1
11363,11363,SOLTERO/A,PROFESORADO EN HISTORIA,1,SEDE LUJAN,2016,0,0,1,18,0,1,1,1,REGULAR,7,2,1,2,1,0,1,2,2,2,4,0,0,0,0,1
11364,11364,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2016,0,1,0,24,0,1,1,1,REGULAR,2,2,0,2,0,3,2,2,5,2,7,0,1,0,0,1
11365,11365,SOLTERO/A,PROFESORADO EN HISTORIA,1,SEDE LUJAN,2016,0,1,0,19,0,1,1,1,REGULAR,7.63,2,8,2,5,0,3,0,8,8,8,0,0,0,0,1
11366,11366,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,0,0,1,18,1,1,1,1,REGULAR,7,2,2,2,2,2,3,1,8,5,9,0,0,1,0,1
11367,11367,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,0,0,1,19,0,1,1,1,REGULAR,7.67,2,3,2,3,0,3,2,7,6,9,0,0,0,0,1
11368,11368,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,0,0,1,19,1,1,1,1,REGULAR,8.33,2,3,2,3,2,3,1,9,6,10,0,0,1,0,1
11369,11369,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,0,0,1,19,0,1,1,1,REGULAR,7.33,2,6,2,5,0,4,0,10,9,10,1,0,1,0,1
11370,11370,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2016,46,0,1,35,1,1,1,0,INHABILITADO,8,1,1,1,1,2,0,2,4,1,6,0,0,0,0,0
11371,11371,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2016,0,0,1,17,1,1,1,0,INHABILITADO,7,1,1,1,1,0,0,4,2,1,6,0,0,0,0,0
